CardID,Name,Colors,CMC,Type,Subtype,Set,Rarity
900,Pile On,['B'],4,"[""'Instant'""]",,MOM,Rare
901,Plaza of Heroes,,0,"[""'Land'""]",,DMU,Rare
902,Protect the Negotiators,['U'],2,"[""'Instant'""]",,DMU,Uncommon
903,Raging Battle Mouse,['R'],2,"[""'Creature'""]","[""'Mouse'""]",WOE,Rare
904,Realm-Scorcher Hellkite,['R'],6,"[""'Creature'""]","[""'Dragon'""]",WOE,Mythic
905,Regal Bunnicorn,['W'],2,"[""'Creature'""]","[""'Rabbit'"", ""'Unicorn'""]",WOE,Rare
906,Relic of Legends,,3,"[""'Artifact'""]",,DMU,Uncommon
907,Resolute Reinforcements,['W'],2,"[""'Creature'""]","[""'Human'"", ""'Soldier'""]",DMU,Uncommon
908,Restless Reef,,0,"[""'Land'""]",,LCI,Rare
909,Restless Vinestalk,,0,"[""'Land'""]",,WOE,Rare
910,Rockfall Vale,,0,"[""'Land'""]",,MID,Rare
911,"Rona, Herald of Invasion",['U'],2,"[""'Legendary'"", ""'Creature'""]","[""'Human'"", ""'Wizard'""]",MOM,Rare
912,Royal Treatment,['G'],1,"[""'Instant'""]",,WOE,Uncommon
913,Seed of Hope,['G'],1,"[""'Instant'""]",,MOM,Common
914,Shattered Sanctum,,0,"[""'Land'""]",,VOW,Rare
915,Shipwreck Marsh,,0,"[""'Land'""]",,MID,Rare
916,Slaughter Singer,"['G', 'W']",2,"[""'Creature'""]","[""'Phyrexian'"", ""'Cleric'""]",ONE,Uncommon
917,Sleep-Cursed Faerie,['U'],1,"[""'Creature'""]","[""'Faerie'"", ""'Wizard'""]",WOE,Rare
918,"Slogurk, the Overslime","['G', 'U']",3,"[""'Legendary'"", ""'Creature'""]","[""'Ooze'""]",MID,Rare
919,Subterranean Schooner,['U'],2,"[""'Artifact'""]","[""'Vehicle'""]",LCI,Rare
920,Tail Swipe,['G'],1,"[""'Instant'""]",,DMU,Uncommon
921,Teething Wurmlet,['G'],1,"[""'Creature'""]","[""'Wurm'""]",BRO,Rare
922,The Cruelty of Gix,['B'],5,"[""'Enchantment'""]","[""'Saga'""]",DMU,Rare
923,The Goose Mother,"['G', 'U']",2,"[""'Legendary'"", ""'Creature'""]","[""'Bird'"", ""'Hydra'""]",WOE,Rare
924,Thran Portal,,0,"[""'Land'""]","[""'Gate'""]",DMU,Rare
925,"Titania, Voice of Gaea",['G'],3,"[""'Legendary'"", ""'Creature'""]","[""'Elemental'""]",BRO,Mythic
926,Topiary Stomper,['G'],3,"[""'Creature'""]","[""'Plant'"", ""'Dinosaur'""]",SNC,Rare
927,"Tyvar, Jubilant Brawler","['B', 'G']",3,"[""'Legendary'"", ""'Planeswalker'""]","[""'Tyvar'""]",ONE,Rare
928,Underground River,,0,"[""'Land'""]",,BRO,Rare
929,Virtue of Loyalty,['W'],5,"[""'Enchantment'""]",,WOE,Mythic
930,Voltage Surge,['R'],1,"[""'Instant'""]",,NEO,Common
931,Werefox Bodyguard,['W'],3,"[""'Creature'""]","[""'Elf'"", ""'Fox'"", ""'Knight'""]",WOE,Rare
932,Yavimaya Iconoclast,['G'],2,"[""'Creature'""]","[""'Elf'""]",DMU,Uncommon
933,Yotian Frontliner,,1,"[""'Artifact'"", ""'Creature'""]","[""'Soldier'""]",BRO,Uncommon
934,Anointed Peacekeeper,['W'],3,"[""'Creature'""]","[""'Human'"", ""'Cleric'""]",DMU,Rare
935,Archon of Emeria,['W'],3,"[""'Creature'""]","[""'Archon'""]",ZNR,Rare
936,Bolas's Citadel,['B'],6,"[""'Legendary'"", ""'Artifact'""]",,PRM,Rare
937,Chancellor of the Annex,['W'],7,"[""'Creature'""]","[""'Phyrexian'"", ""'Angel'""]",NPH,Rare
938,Conspicuous Snoop,['R'],2,"[""'Creature'""]","[""'Goblin'"", ""'Rogue'""]",M21,Rare
939,Demonic Tutor,['B'],2,"[""'Sorcery'""]",,DDC,Uncommon
940,Dig Through Time,['U'],8,"[""'Instant'""]",,KTK,Rare
941,Dockside Extortionist,['R'],2,"[""'Creature'""]","[""'Goblin'"", ""'Pirate'""]",PRM,Mythic
942,Emeria's Call,['W'],7,"[""'Sorcery'""]",,ZNR,Mythic
943,Flash,['U'],2,"[""'Instant'""]",,A25,Rare
944,Flusterstorm,['U'],1,"[""'Instant'""]",,MH1,Rare
945,Forbidden Orchard,,0,"[""'Land'""]",,CHK,Rare
946,Gitaxian Probe,['U'],1,"[""'Sorcery'""]",,PRM,Common
947,Goblin Recruiter,['R'],2,"[""'Creature'""]","[""'Goblin'""]",VI,Uncommon
948,Goblin Trashmaster,['R'],4,"[""'Creature'""]","[""'Goblin'"", ""'Warrior'""]",M19,Rare
949,"Golos, Tireless Pilgrim",,5,"[""'Legendary'"", ""'Artifact'"", ""'Creature'""]","[""'Scout'""]",M20,Rare
950,Impulsive Pilferer,['R'],1,"[""'Creature'""]","[""'Goblin'"", ""'Pirate'""]",CMM,Common
951,Inventors' Fair,,0,"[""'Legendary'"", ""'Land'""]",,KLD,Rare
952,"Kiki-Jiki, Mirror Breaker",['R'],5,"[""'Legendary'"", ""'Creature'""]","[""'Goblin'"", ""'Shaman'""]",CHK,Rare
953,Lodestone Golem,,4,"[""'Artifact'"", ""'Creature'""]","[""'Golem'""]",WWK,Rare
954,Mental Misstep,['U'],1,"[""'Instant'""]",,NPH,Uncommon
955,Merchant Scroll,['U'],2,"[""'Sorcery'""]",,8ED,Uncommon
956,Mindbreak Trap,['U'],4,"[""'Instant'""]","[""'Trap'""]",ZEN,Mythic
957,Mogg Fanatic,['R'],1,"[""'Creature'""]","[""'Goblin'""]",EMA,Common
958,Mystical Tutor,['U'],1,"[""'Instant'""]",,DMR,Rare
959,Null Rod,,2,"[""'Artifact'""]",,VMA,Rare
960,Oath of Druids,['G'],2,"[""'Enchantment'""]",,VMA,Mythic
961,"Oko, Thief of Crowns","['G', 'U']",3,"[""'Legendary'"", ""'Planeswalker'""]","[""'Oko'""]",ELD,Mythic
962,Phyrexian Revoker,,2,"[""'Artifact'"", ""'Creature'""]","[""'Phyrexian'"", ""'Horror'""]",M15,Rare
963,Pyrite Spellbomb,,1,"[""'Artifact'""]",,2XM,Common
964,Seasoned Dungeoneer,['W'],4,"[""'Creature'""]","[""'Human'"", ""'Warrior'""]",CLB,Rare
965,Sensei's Divining Top,,1,"[""'Artifact'""]",,CHK,Uncommon
966,Spreading Seas,['U'],2,"[""'Enchantment'""]","[""'Aura'""]",ZEN,Common
967,Strip Mine,,0,"[""'Land'""]",,V09,Mythic
968,Thorn of Amethyst,,2,"[""'Artifact'""]",,LRW,Rare
969,Timetwister,['U'],3,"[""'Sorcery'""]",,VMA,Mythic
970,Torch Courier,['R'],1,"[""'Creature'""]","[""'Goblin'""]",GRN,Common
971,Vampiric Tutor,['B'],1,"[""'Instant'""]",,PRM,Rare
972,White Plume Adventurer,['W'],3,"[""'Creature'""]","[""'Orc'"", ""'Cleric'""]",CLB,Rare
973,Ad Nauseam,['B'],5,"[""'Instant'""]",,ALA,Rare
974,Burning Wish,['R'],2,"[""'Sorcery'""]",,VMA,Rare
975,Collective Brutality,['B'],2,"[""'Sorcery'""]",,EMN,Rare
976,Collector Ouphe,['G'],2,"[""'Creature'""]","[""'Ouphe'""]",MH1,Rare
977,Ethersworn Canonist,['W'],2,"[""'Artifact'"", ""'Creature'""]","[""'Human'"", ""'Cleric'""]",ALA,Rare
978,Forth Eorlingas!,"['R', 'W']",2,"[""'Sorcery'""]",,LTC,Rare
979,Grindstone,,1,"[""'Artifact'""]",,MS2,Mythic
980,Hope of Ghirapur,,1,"[""'Legendary'"", ""'Artifact'"", ""'Creature'""]","[""'Thopter'""]",AER,Rare
981,Hymn to Tourach,['B'],2,"[""'Sorcery'""]",,VMA,Uncommon
982,Infernal Tutor,['B'],2,"[""'Sorcery'""]",,DIS,Rare
983,Ingenious Smith,['W'],2,"[""'Creature'""]","[""'Human'"", ""'Artificer'""]",AFR,Uncommon
984,Lion's Eye Diamond,,0,"[""'Artifact'""]",,VMA,Mythic
985,Opposition Agent,['B'],3,"[""'Creature'""]","[""'Human'"", ""'Rogue'""]",CMR,Rare
986,Oswald Fiddlebender,['W'],2,"[""'Legendary'"", ""'Creature'""]","[""'Gnome'"", ""'Artificer'""]",AFR,Rare
987,Painter's Servant,,2,"[""'Artifact'"", ""'Creature'""]","[""'Scarecrow'""]",SHM,Rare
988,Portent,['U'],1,"[""'Sorcery'""]",,ME2,Common
989,Price of Progress,['R'],2,"[""'Instant'""]",,PD2,Uncommon
990,Relic of Sauron,,4,"[""'Artifact'""]",,LTC,Rare
991,Retreat to Coralhelm,['U'],3,"[""'Enchantment'""]",,BFZ,Uncommon
992,Retrofitter Foundry,,1,"[""'Artifact'""]",,PZ2,Rare
993,Saprazzan Skerry,,0,"[""'Land'""]",,MM,Common
994,Shallow Grave,['B'],2,"[""'Instant'""]",,MI,Rare
995,Stalactite Stalker,['B'],1,"[""'Creature'""]","[""'Goblin'"", ""'Rogue'""]",LCI,Rare
996,Tainted Indulgence,"['B', 'U']",2,"[""'Instant'""]",,SNC,Uncommon
997,Tendrils of Agony,['B'],4,"[""'Sorcery'""]",,VMA,Uncommon
998,Terminus,['W'],6,"[""'Sorcery'""]",,AVR,Rare
999,Touch the Spirit Realm,['W'],3,"[""'Enchantment'""]",,NEO,Uncommon
1000,Vapor Snag,['U'],1,"[""'Instant'""]",,MM2,Common
1001,Wishclaw Talisman,['B'],2,"[""'Artifact'""]",,ELD,Rare
1002,"Baral, Chief of Compliance",['U'],2,"[""'Legendary'"", ""'Creature'""]","[""'Human'"", ""'Wizard'""]",AER,Rare
1003,Bitter Reunion,['R'],2,"[""'Enchantment'""]",,BRO,Common
1004,Cabal Coffers,,0,"[""'Land'""]",,MH2,Mythic
1005,Charming Prince,['W'],2,"[""'Creature'""]","[""'Human'"", ""'Noble'""]",ELD,Rare
1006,City of Brass,,0,"[""'Land'""]",,8ED,Rare
1007,Coalition Relic,,3,"[""'Artifact'""]",,TSR,Rare
1008,Damnation,['B'],4,"[""'Sorcery'""]",,SL2,Rare
1009,Demolition Field,,0,"[""'Land'""]",,BRO,Uncommon
1010,Desperate Ritual,['R'],2,"[""'Instant'""]","[""'Arcane'""]",CHK,Common
1011,"Emeria, the Sky Ruin",,0,"[""'Land'""]",,ZEN,Rare
1012,Gifts Ungiven,['U'],4,"[""'Instant'""]",,CHK,Rare
1013,Goblin Electromancer,"['R', 'U']",2,"[""'Creature'""]","[""'Goblin'"", ""'Wizard'""]",RVR,Common
1014,Goryo's Vengeance,['B'],2,"[""'Instant'""]","[""'Arcane'""]",BOK,Rare
1015,Grapeshot,['R'],2,"[""'Sorcery'""]",,DMR,Common
1016,Karn Liberated,,7,"[""'Legendary'"", ""'Planeswalker'""]","[""'Karn'""]",NPH,Mythic
1017,Leyline of the Void,['B'],4,"[""'Enchantment'""]",,M11,Rare
1018,Manamorphose,"['G', 'R']",2,"[""'Instant'""]",,2XM,Uncommon
1019,March of Wretched Sorrow,['B'],1,"[""'Instant'""]",,NEO,Rare
1020,Mutagenic Growth,['G'],1,"[""'Instant'""]",,NPH,Common
1021,On Thin Ice,['W'],1,"[""'Snow'"", ""'Enchantment'""]","[""'Aura'""]",MH1,Rare
1022,Past in Flames,['R'],4,"[""'Sorcery'""]",,ISD,Mythic
1023,Path to Exile,['W'],1,"[""'Instant'""]",,PRM,Uncommon
1024,Persist,['B'],2,"[""'Sorcery'""]",,MH2,Rare
1025,Phantasmal Image,['U'],2,"[""'Creature'""]","[""'Illusion'""]",M12,Rare
1026,Profane Tutor,['B'],0,"[""'Sorcery'""]",,MH2,Rare
1027,Pyretic Ritual,['R'],2,"[""'Instant'""]",,M11,Common
1028,Remand,['U'],2,"[""'Instant'""]",,PRM,Uncommon
1029,Serum Visions,['U'],1,"[""'Sorcery'""]",,5DN,Common
1030,Sun Titan,['W'],6,"[""'Creature'""]","[""'Giant'""]",M12,Mythic
1031,"Sunhome, Fortress of the Legion",,0,"[""'Land'""]",,RAV,Uncommon
1032,Sunken Ruins,,0,"[""'Land'""]",,SHM,Rare
1033,"Ugin, the Spirit Dragon",,8,"[""'Legendary'"", ""'Planeswalker'""]","[""'Ugin'""]",PRM,Mythic
1034,Underworld Breach,['R'],2,"[""'Enchantment'""]",,THB,Rare
1035,Urabrask,['R'],5,"[""'Legendary'"", ""'Creature'""]","[""'Phyrexian'"", ""'Praetor'""]",MOM,Mythic
1036,Wish,['R'],3,"[""'Sorcery'""]",,AFR,Rare
1037,Alms of the Vein,['B'],3,"[""'Sorcery'""]",,SOI,Common
1038,Avacyn's Pilgrim,['G'],1,"[""'Creature'""]","[""'Human'"", ""'Monk'""]",MM3,Common
1039,Axebane Guardian,['G'],3,"[""'Creature'""]","[""'Human'"", ""'Druid'""]",RTR,Common
1040,Azure Fleet Admiral,['U'],4,"[""'Creature'""]","[""'Human'"", ""'Pirate'""]",CMR,Common
1041,Battle Screech,['W'],4,"[""'Sorcery'""]",,VMA,Common
1042,Blood Fountain,['B'],1,"[""'Artifact'""]",,VOW,Common
1043,Crashing Drawbridge,,2,"[""'Artifact'"", ""'Creature'""]","[""'Wall'""]",ELD,Common
1044,Drift of Phantasms,['U'],3,"[""'Creature'""]","[""'Spirit'""]",RVR,Common
1045,Fiery Temper,['R'],3,"[""'Instant'""]",,UMA,Common
1046,Freed from the Real,['U'],3,"[""'Enchantment'""]","[""'Aura'""]",A25,Uncommon
1047,Galvanic Alchemist,['U'],3,"[""'Creature'""]","[""'Human'"", ""'Wizard'""]",AVR,Common
1048,Guardians' Pledge,['W'],3,"[""'Instant'""]",,M12,Common
1049,Idyllic Beachfront,,0,"[""'Land'""]","[""'Plains'"", ""'Island'""]",DMU,Common
1050,Kitchen Imp,['B'],4,"[""'Creature'""]","[""'Imp'""]",MH2,Common
1051,Manor Gate,,0,"[""'Land'""]","[""'Gate'""]",CLB,Common
1052,Militia Bugler,['W'],3,"[""'Creature'""]","[""'Human'"", ""'Soldier'""]",2X2,Common
1053,Open the Gates,['G'],1,"[""'Sorcery'""]",,RVR,Common
1054,Orochi Leafcaller,['G'],1,"[""'Creature'""]","[""'Snake'"", ""'Shaman'""]",CHK,Common
1055,Overgrown Battlement,['G'],2,"[""'Creature'""]","[""'Wall'""]",ROE,Common
1056,Pulse of Murasa,['G'],3,"[""'Instant'""]",,UMA,Common
1057,Raffine's Informant,['W'],2,"[""'Creature'""]","[""'Human'"", ""'Wizard'""]",SNC,Common
1058,Reaping the Graves,['B'],3,"[""'Instant'""]",,SCG,Common
1059,Reckoner's Bargain,['B'],2,"[""'Instant'""]",,NEO,Common
1060,Saruli Caretaker,['G'],1,"[""'Creature'""]","[""'Dryad'""]",RNA,Common
1061,Saruli Gatekeepers,['G'],4,"[""'Creature'""]","[""'Elf'"", ""'Warrior'""]",DGM,Common
1062,Shield-Wall Sentinel,,4,"[""'Artifact'"", ""'Creature'""]","[""'Golem'""]",DMU,Common
1063,Somber Hoverguard,['U'],6,"[""'Creature'""]","[""'Drone'""]",MM2,Common
1064,The Autonomous Furnace,,0,"[""'Land'""]","[""'Sphere'""]",ONE,Common
1065,Tuktuk Rubblefort,['R'],3,"[""'Creature'""]","[""'Wall'""]",ZNR,Common
1066,Valakut Invoker,['R'],3,"[""'Creature'""]","[""'Human'"", ""'Shaman'""]",CMR,Common
1067,Vampire's Kiss,['B'],2,"[""'Sorcery'""]",,VOW,Common
1068,Beseech the Mirror,['B'],4,"[""'Sorcery'""]",,WOE,Mythic
1069,Bishop of Wings,['W'],2,"[""'Creature'""]","[""'Human'"", ""'Cleric'""]",M20,Rare
1070,Branchloft Pathway,,0,"[""'Land'""]",,ZNR,Rare
1071,Brushland,,0,"[""'Land'""]",,9ED,Rare
1072,Canyon Slough,,0,"[""'Land'""]","[""'Swamp'"", ""'Mountain'""]",AKH,Rare
1073,Concealed Courtyard,,0,"[""'Land'""]",,KLD,Rare
1074,Esika's Chariot,['G'],4,"[""'Legendary'"", ""'Artifact'""]","[""'Vehicle'""]",KHM,Rare
1075,"Giada, Font of Hope",['W'],2,"[""'Legendary'"", ""'Creature'""]","[""'Angel'""]",SNC,Rare
1076,Gingerbread Cabin,,0,"[""'Land'""]","[""'Forest'""]",ELD,Common
1077,"Greasefang, Okiba Boss","['B', 'W']",3,"[""'Legendary'"", ""'Creature'""]","[""'Rat'"", ""'Pilot'""]",NEO,Rare
1078,Grisly Salvage,"['B', 'G']",2,"[""'Instant'""]",,RTR,Common
1079,"Heliod, the Radiant Dawn",['W'],4,"[""'Legendary'"", ""'Enchantment'"", ""'Creature'""]","[""'God'""]",MOM,Rare
1080,Hidden Necropolis,,0,"[""'Land'""]","[""'Cave'""]",LCI,Common
1081,Inspiring Overseer,['W'],3,"[""'Creature'""]","[""'Angel'"", ""'Cleric'""]",SNC,Common
1082,Kayla's Reconstruction,['W'],3,"[""'Sorcery'""]",,BRO,Rare
1083,Mastermind's Acquisition,['B'],4,"[""'Sorcery'""]",,RIX,Rare
1084,Parhelion II,['W'],8,"[""'Legendary'"", ""'Artifact'""]","[""'Vehicle'""]",WAR,Rare
1085,Resplendent Angel,['W'],3,"[""'Creature'""]","[""'Angel'""]",LCI,Mythic
1086,Righteous Valkyrie,['W'],3,"[""'Creature'""]","[""'Angel'"", ""'Cleric'""]",KHM,Rare
1087,Scapeshift,['G'],4,"[""'Sorcery'""]",,MOR,Rare
1088,"Skysovereign, Consul Flagship",,5,"[""'Legendary'"", ""'Artifact'""]","[""'Vehicle'""]",KLD,Mythic
1089,Spelunking,['G'],3,"[""'Enchantment'""]",,LCI,Uncommon
1090,Splendid Reclamation,['G'],4,"[""'Sorcery'""]",,VOW,Rare
1091,Temple of Malady,,0,"[""'Land'""]",,M21,Rare
1092,The Meathook Massacre,['B'],2,"[""'Legendary'"", ""'Enchantment'""]",,MID,Mythic
1093,Titan of Industry,['G'],7,"[""'Creature'""]","[""'Elemental'""]",SNC,Mythic
1094,Traverse the Ulvenwald,['G'],1,"[""'Sorcery'""]",,SOI,Rare
1095,Vessel of Nascency,['G'],1,"[""'Enchantment'""]",,A25,Common
1096,Bloated Contaminator,['G'],3,"[""'Creature'""]","[""'Phyrexian'"", ""'Beast'""]",ONE,Rare
1097,Commune with Spirits,['G'],1,"[""'Sorcery'""]",,NEO,Common
1098,Generous Visitor,['G'],1,"[""'Creature'""]","[""'Spirit'""]",NEO,Uncommon
1099,Hallowed Haunting,['W'],4,"[""'Enchantment'""]",,VOW,Mythic
1100,Haughty Djinn,['U'],3,"[""'Creature'""]","[""'Djinn'""]",DMU,Rare
1101,Helping Hand,['W'],1,"[""'Sorcery'""]",,LCI,Uncommon
1102,Henrika Domnathi,['B'],4,"[""'Legendary'"", ""'Creature'""]","[""'Vampire'""]",VOW,Mythic
1103,Jukai Naturalist,"['G', 'W']",2,"[""'Enchantment'"", ""'Creature'""]","[""'Human'"", ""'Monk'""]",NEO,Uncommon
1104,Kaito Shizuki,"['B', 'U']",3,"[""'Legendary'"", ""'Planeswalker'""]","[""'Kaito'""]",NEO,Mythic
1105,"Katilda, Dawnhart Martyr",['W'],3,"[""'Legendary'"", ""'Creature'""]","[""'Spirit'"", ""'Warlock'""]",VOW,Rare
1106,Monastery Mentor,['W'],3,"[""'Creature'""]","[""'Human'"", ""'Monk'""]",FRF,Mythic
1107,"Raffine, Scheming Seer","['B', 'U', 'W']",3,"[""'Legendary'"", ""'Creature'""]","[""'Sphinx'"", ""'Demon'""]",SNC,Mythic
1108,Recommission,['W'],2,"[""'Sorcery'""]",,BRO,Common
1109,Rite of Harmony,"['G', 'W']",2,"[""'Instant'""]",,MID,Rare
1110,Spirited Companion,['W'],2,"[""'Enchantment'"", ""'Creature'""]","[""'Dog'""]",NEO,Common
1111,Teachings of the Kirin,['G'],2,"[""'Enchantment'""]","[""'Saga'""]",NEO,Rare
1112,Tyvar's Stand,['G'],1,"[""'Instant'""]",,ONE,Uncommon
1113,"Vohar, Vodalian Desecrator","['B', 'U']",2,"[""'Legendary'"", ""'Creature'""]","[""'Phyrexian'"", ""'Merfolk'"", ""'Wizard'""]",DMU,Uncommon
1114,Agadeem's Awakening,['B'],3,"[""'Sorcery'""]",,ZNR,Mythic
1115,Balustrade Spy,['B'],4,"[""'Creature'""]","[""'Vampire'"", ""'Rogue'""]",RVR,Common
1116,Brutal Cathar,['W'],3,"[""'Creature'""]","[""'Human'"", ""'Soldier'"", ""'Werewolf'""]",MID,Rare
1117,"Narset, Parter of Veils",['U'],3,"[""'Legendary'"", ""'Planeswalker'""]","[""'Narset'""]",WAR,Uncommon
1118,Undercity Informer,['B'],3,"[""'Creature'""]","[""'Human'"", ""'Rogue'""]",GTC,Uncommon
1119,Birds of Paradise,['G'],1,"[""'Creature'""]","[""'Bird'""]",M12,Rare
1120,"Boseiju, Who Shelters All",,0,"[""'Legendary'"", ""'Land'""]",,CHK,Rare
1121,Cabal Ritual,['B'],2,"[""'Instant'""]",,VMA,Uncommon
1122,Cunning Wish,['U'],3,"[""'Instant'""]",,JUD,Rare
1123,"Dovin, Hand of Control","['U', 'W']",3,"[""'Legendary'"", ""'Planeswalker'""]","[""'Dovin'""]",WAR,Uncommon
1124,"Ezuri, Claw of Progress","['G', 'U']",4,"[""'Legendary'"", ""'Creature'""]","[""'Phyrexian'"", ""'Elf'"", ""'Warrior'""]",MUL,Mythic
1125,Gaea's Will,['G'],0,"[""'Sorcery'""]",,MH2,Rare
1126,Galvanic Relay,['R'],3,"[""'Sorcery'""]",,MH2,Common
1127,Ice-Fang Coatl,"['G', 'U']",2,"[""'Snow'"", ""'Creature'""]","[""'Snake'""]",MH1,Rare
1128,Intuition,['U'],3,"[""'Instant'""]",,TPR,Rare
1129,Neoform,"['G', 'U']",2,"[""'Sorcery'""]",,WAR,Uncommon
1130,Palantír of Orthanc,,3,"[""'Legendary'"", ""'Artifact'""]",,LTR,Mythic
1131,Plateau,,0,"[""'Land'""]","[""'Mountain'"", ""'Plains'""]",PRM,Rare
1132,Saw in Half,['B'],3,"[""'Instant'""]",,UNF,Rare
1133,Song of Creation,"['G', 'R', 'U']",4,"[""'Enchantment'""]",,IKO,Rare
1134,"Starscream, Power Hungry",['B'],4,"[""'Legendary'"", ""'Artifact'"", ""'Creature'""]","[""'Robot'""]",BOT,Mythic
1135,Veil of Summer,['G'],1,"[""'Instant'""]",,M20,Uncommon
1136,Assassin's Trophy,"['B', 'G']",2,"[""'Instant'""]",,GRN,Rare
1137,Augur of Autumn,['G'],3,"[""'Creature'""]","[""'Human'"", ""'Druid'""]",MID,Rare
1138,Boros Charm,"['R', 'W']",2,"[""'Instant'""]",,GTC,Uncommon
1139,Colossus Hammer,,1,"[""'Artifact'""]","[""'Equipment'""]",LCC,Uncommon
1140,Day's Undoing,['U'],3,"[""'Sorcery'""]",,ORI,Mythic
1141,Eidolon of the Great Revel,['R'],2,"[""'Enchantment'"", ""'Creature'""]","[""'Spirit'""]",JOU,Rare
1142,Forge Anew,['W'],3,"[""'Enchantment'""]",,LTR,Rare
1143,Geier Reach Sanitarium,,0,"[""'Legendary'"", ""'Land'""]",,EMN,Rare
1144,Goblin Guide,['R'],1,"[""'Creature'""]","[""'Goblin'"", ""'Scout'""]",TD0,Rare
1145,Golgari Rot Farm,,0,"[""'Land'""]",,RAV,Common
1146,Lava Spike,['R'],1,"[""'Sorcery'""]","[""'Arcane'""]",MMA,Common
1147,Lightning Helix,"['R', 'W']",2,"[""'Instant'""]",,PRM,Uncommon
1148,Maelstrom Pulse,"['B', 'G']",3,"[""'Sorcery'""]",,ARB,Rare
1149,Malakir Rebirth,['B'],1,"[""'Instant'""]",,ZNR,Uncommon
1150,Puresteel Paladin,['W'],2,"[""'Creature'""]","[""'Human'"", ""'Knight'""]",NPH,Rare
1151,Rift Bolt,['R'],3,"[""'Sorcery'""]",,2X2,Common
1152,Seasoned Pyromancer,['R'],3,"[""'Creature'""]","[""'Human'"", ""'Shaman'""]",MH1,Mythic
1153,Shadow Prophecy,['B'],3,"[""'Instant'""]",,DMU,Common
1154,Sigarda's Aid,['W'],1,"[""'Enchantment'""]",,EMN,Rare
1155,Skewer the Critics,['R'],3,"[""'Sorcery'""]",,RVR,Common
1156,Steelshaper's Gift,['W'],1,"[""'Sorcery'""]",,5DN,Uncommon
1157,Sunbaked Canyon,,0,"[""'Land'""]",,MH1,Rare
1158,Surge of Salvation,['W'],1,"[""'Instant'""]",,MOM,Uncommon
1159,Accumulated Knowledge,['U'],2,"[""'Instant'""]",,PRM,Common
1160,Arcane Denial,['U'],2,"[""'Instant'""]",,A25,Common
1161,Fog,['G'],1,"[""'Instant'""]",,EMA,Common
1162,Quandrix Campus,,0,"[""'Land'""]",,STX,Common
1163,Radiant Fountain,,0,"[""'Land'""]",,M21,Common
1164,Rally the Peasants,['W'],3,"[""'Instant'""]",,EMA,Common
1165,Repository Skaab,['U'],4,"[""'Creature'""]","[""'Zombie'""]",VOW,Common
1166,Rimewood Falls,,0,"[""'Snow'"", ""'Land'""]","[""'Forest'"", ""'Island'""]",KHM,Common
1167,Secret Door,['U'],1,"[""'Artifact'"", ""'Creature'""]","[""'Wall'""]",AFR,Common
1168,Spare Supplies,,2,"[""'Artifact'""]",,ZNR,Common
1169,Terramorphic Expanse,,0,"[""'Land'""]",,ONE,Common
1170,Third Path Savant,['U'],3,"[""'Creature'""]","[""'Human'"", ""'Wizard'""]",BRO,Common
1171,Thrilling Discovery,"['R', 'W']",2,"[""'Sorcery'""]",,STX,Common
1172,Vivien's Grizzly,['G'],3,"[""'Creature'""]","[""'Bear'"", ""'Spirit'""]",WAR,Common
1173,Words of Wisdom,['U'],2,"[""'Instant'""]",,OD,Common
1174,Censor,['U'],2,"[""'Instant'""]",,AKH,Uncommon
1175,Clearwater Pathway,,0,"[""'Land'""]",,ZNR,Rare
1176,Disinformation Campaign,"['B', 'U']",3,"[""'Enchantment'""]",,GRN,Uncommon
1177,Ghitu Lavarunner,['R'],1,"[""'Creature'""]","[""'Human'"", ""'Wizard'""]",DAR,Common
1178,Path of Peril,['B'],3,"[""'Sorcery'""]",,VOW,Rare
1179,Rewind,['U'],4,"[""'Instant'""]",,MM3,Common
1180,"Tasigur, the Golden Fang",['B'],6,"[""'Legendary'"", ""'Creature'""]","[""'Human'"", ""'Shaman'""]",FRF,Rare
1181,Wizard's Lightning,['R'],3,"[""'Instant'""]",,DAR,Uncommon
1182,"Argoth, Sanctum of Nature",,0,"[""'Land'""]",,BRO,Rare
1183,Bonehoard Dracosaur,['R'],5,"[""'Creature'""]","[""'Dinosaur'"", ""'Dragon'""]",LCI,Mythic
1184,Distorted Curiosity,['U'],3,"[""'Sorcery'""]",,ONE,Uncommon
1185,"Edgar, Charmed Groom","['B', 'W']",4,"[""'Legendary'"", ""'Creature'""]","[""'Vampire'"", ""'Noble'""]",VOW,Rare
1186,Extract the Truth,['B'],2,"[""'Sorcery'""]",,SNC,Common
1187,Fortified Beachhead,,0,"[""'Land'""]",,BRO,Rare
1188,"Harbin, Vanguard Aviator","['U', 'W']",2,"[""'Legendary'"", ""'Creature'""]","[""'Human'"", ""'Soldier'""]",BRO,Rare
1189,Recruitment Officer,['W'],1,"[""'Creature'""]","[""'Human'"", ""'Soldier'""]",BRO,Uncommon
1190,Restless Fortress,,0,"[""'Land'""]",,WOE,Rare
1191,Shivan Devastator,['R'],1,"[""'Creature'""]","[""'Dragon'"", ""'Hydra'""]",DMU,Mythic
1192,Sundown Pass,,0,"[""'Land'""]",,VOW,Rare
1193,Zephyr Sentinel,['U'],2,"[""'Creature'""]","[""'Human'"", ""'Soldier'""]",BRO,Uncommon
1194,Hullbreacher,['U'],3,"[""'Creature'""]","[""'Merfolk'"", ""'Pirate'""]",PRM,Rare
